0	3
1	5
2	0
3	2
4	1
5	1
6	6
7	4
8	6
9	1
10	1
11	6
12	3
13	5
14	0
15	2
16	1
17	1
18	6
19	4
20	6
21	1
22	1
23	6
24	3
25	5
26	0
27	2
28	1
29	1
30	6
31	4
32	6
33	1
34	1
35	6
